system:index,ADM0_CODE,ADM0_NAME,DISP_AREA,EXP0_YEAR,STATUS,STR0_YEAR,Shape_Area,Shape_Leng,groups,sum_0,sum_10,sum_12,sum_13,sum_14,sum_15,sum_17,sum_19,sum_2,sum_20,sum_22,sum_23,sum_24,sum_25,sum_3,sum_4,sum_6,sum_7,sum_8,sum_9,.geo
00000000000000000088,130,Jordan,NO,3000,Member State,1000,8.43445757471,16.9779239804,"[{b1=0, sum=84303.83013916016}, {b1=2, sum=0.0}, {b1=3, sum=758.342041015625}, {b1=4, sum=16689.299743652344}, {b1=6, sum=9105.49072265625}, {b1=7, sum=2276.3931884765625}, {b1=8, sum=0.0}, {b1=9, sum=0.0}, {b1=10, sum=0.0}, {b1=12, sum=0.0}, {b1=13, sum=0.0}, {b1=14, sum=3790.4818115234375}, {b1=15, sum=3034.9781494140625}, {b1=17, sum=8356.033020019531}, {b1=19, sum=7585.639709472656}, {b1=20, sum=1517.6837768554688}, {b1=22, sum=0.0}, {b1=23, sum=3794.9783935546875}, {b1=24, sum=16697.725524902344}, {b1=25, sum=56149.674377441406}]",84303.83013916016,0.0,0.0,0.0,3790.4818115234375,3034.9781494140625,8356.033020019531,7585.639709472656,0.0,1517.6837768554688,0.0,3794.9783935546875,16697.725524902344,56149.674377441406,758.342041015625,16689.299743652344,9105.49072265625,2276.3931884765625,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
