system:index,ADM0_CODE,ADM0_NAME,DISP_AREA,EXP0_YEAR,STATUS,STR0_YEAR,Shape_Area,Shape_Leng,groups,sum_1,sum_10,sum_12,sum_13,sum_14,sum_15,sum_16,sum_17,sum_18,sum_19,sum_2,sum_20,sum_21,sum_22,sum_23,sum_24,sum_25,sum_3,sum_4,sum_5,sum_6,sum_7,sum_8,sum_9,.geo
00000000000000000003,161,Mayotte,NO,3000,FR Territory,1000,0.0314987174264,2.40474457042,"[{b1=1, sum=37493.629455566406}, {b1=2, sum=19181.889892578125}, {b1=3, sum=37492.43426513672}, {b1=4, sum=1744.148681640625}, {b1=5, sum=34005.40856933594}, {b1=6, sum=45341.76086425781}, {b1=7, sum=11334.378234863281}, {b1=8, sum=41854.600341796875}, {b1=9, sum=6975.497375488281}, {b1=10, sum=29645.101501464844}, {b1=12, sum=225821.45544433594}, {b1=13, sum=578898.4822074142}, {b1=14, sum=2268014.48472661}, {b1=15, sum=19182.36590576172}, {b1=16, sum=156081.06329345703}, {b1=17, sum=91558.75079345703}, {b1=18, sum=136901.2391357422}, {b1=19, sum=19181.60870361328}, {b1=20, sum=343562.2853443819}, {b1=21, sum=106379.13127872243}, {b1=22, sum=234534.04193115234}, {b1=23, sum=59288.793029785156}, {b1=24, sum=661944.6343110926}, {b1=25, sum=591217.349491613}]",37493.629455566406,29645.101501464844,225821.45544433594,578898.4822074142,2268014.48472661,19182.36590576172,156081.06329345703,91558.75079345703,136901.2391357422,19181.60870361328,19181.889892578125,343562.2853443819,106379.13127872243,234534.04193115234,59288.793029785156,661944.6343110926,591217.349491613,37492.43426513672,1744.148681640625,34005.40856933594,45341.76086425781,11334.378234863281,41854.600341796875,6975.497375488281,"{""type"":""MultiPoint"",""coordinates"":[]}"
