system:index,ADM0_CODE,ADM0_NAME,DISP_AREA,EXP0_YEAR,STATUS,STR0_YEAR,Shape_Area,Shape_Leng,groups,sum_1,sum_10,sum_12,sum_13,sum_14,sum_2,sum_25,sum_4,sum_5,sum_7,sum_8,sum_9,.geo
00000000000000000083,215,Saudi Arabia,NO,3000,Member State,1000,171.354538601,102.521255932,"[{lossyear=1, sum=15548.617004394531}, {lossyear=2, sum=778.4922485351562}, {lossyear=4, sum=7772.697998046875}, {lossyear=5, sum=0.0}, {lossyear=7, sum=7772.5184326171875}, {lossyear=8, sum=0.0}, {lossyear=9, sum=0.0}, {lossyear=10, sum=0.0}, {lossyear=12, sum=0.0}, {lossyear=13, sum=0.0}, {lossyear=14, sum=0.0}, {lossyear=25, sum=0.0}]",15548.617004394531,0.0,0.0,0.0,0.0,778.4922485351562,0.0,7772.697998046875,0.0,7772.5184326171875,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
