system:index,ADM0_CODE,ADM0_NAME,DISP_AREA,EXP0_YEAR,STATUS,STR0_YEAR,Shape_Area,Shape_Leng,groups,.geo
000000000000000000da,60,Cook Islands,NO,3000,NZ Territory,1000,0.0208338999891,4.78219604842,[],"{""type"":""MultiPoint"",""coordinates"":[]}"
