system:index,ADM0_CODE,ADM0_NAME,DISP_AREA,EXP0_YEAR,STATUS,STR0_YEAR,Shape_Area,Shape_Leng,groups,sum_0,sum_10,sum_11,sum_12,sum_14,sum_15,sum_16,sum_17,sum_18,sum_19,sum_2,sum_20,sum_21,sum_22,sum_23,sum_24,sum_25,sum_4,sum_5,sum_6,sum_7,sum_8,sum_9,.geo
0000000000000000006f,222,Singapore,NO,3000,Member State,1000,0.0482709362375,2.03842432597,"[{b1=0, sum=8901361.296792185}, {b1=2, sum=893.7200317382812}, {b1=4, sum=893.7262573242188}, {b1=5, sum=893.7088623046875}, {b1=6, sum=0.0}, {b1=7, sum=893.7259521484375}, {b1=8, sum=3574.9466552734375}, {b1=9, sum=14299.646057128906}, {b1=10, sum=0.0}, {b1=11, sum=893.712646484375}, {b1=12, sum=1787.4483642578125}, {b1=14, sum=893.7252807617188}, {b1=15, sum=0.0}, {b1=16, sum=0.0}, {b1=17, sum=2681.1852416992188}, {b1=18, sum=14299.608459472656}, {b1=19, sum=11849.817535998774}, {b1=20, sum=8937.208679199219}, {b1=21, sum=4468.599914550781}, {b1=22, sum=3574.8790893554688}, {b1=23, sum=4468.592590332031}, {b1=24, sum=0.0}, {b1=25, sum=14299.577514648438}]",8901361.296792185,0.0,893.712646484375,1787.4483642578125,893.7252807617188,0.0,0.0,2681.1852416992188,14299.608459472656,11849.817535998774,893.7200317382812,8937.208679199219,4468.599914550781,3574.8790893554688,4468.592590332031,0.0,14299.577514648438,893.7262573242188,893.7088623046875,0.0,893.7259521484375,3574.9466552734375,14299.646057128906,"{""type"":""MultiPoint"",""coordinates"":[]}"
