system:index,ADM0_CODE,ADM0_NAME,DISP_AREA,EXP0_YEAR,STATUS,STR0_YEAR,Shape_Area,Shape_Leng,groups,sum_0,sum_1,sum_10,sum_11,sum_12,sum_13,sum_14,sum_17,sum_18,sum_19,sum_2,sum_20,sum_21,sum_22,sum_23,sum_24,sum_25,sum_3,sum_4,sum_5,sum_6,sum_7,sum_8,sum_9,.geo
00000000000000000056,239,Tajikistan,NO,3000,Member State,1000,14.6719042992,40.0971947646,"[{b1=0, sum=3090842.1931250477}, {b1=1, sum=102532.7484741211}, {b1=2, sum=83751.82330322266}, {b1=3, sum=79191.49487304688}, {b1=4, sum=59050.88880615235}, {b1=5, sum=59245.65411376953}, {b1=6, sum=79673.84783935547}, {b1=7, sum=41698.305114746094}, {b1=8, sum=60517.04867134842}, {b1=9, sum=68688.6400756836}, {b1=10, sum=37332.41796875}, {b1=11, sum=43427.85021972656}, {b1=12, sum=134396.38342285156}, {b1=13, sum=10395.349243164062}, {b1=14, sum=5721.088066549863}, {b1=17, sum=710.441650390625}, {b1=18, sum=2789.7412719726562}, {b1=19, sum=0.0}, {b1=20, sum=6416.685119628906}, {b1=21, sum=0.0}, {b1=22, sum=3557.1190795898438}, {b1=23, sum=10670.057739257812}, {b1=24, sum=3484.9569091796875}, {b1=25, sum=4208.171875}]",3090842.1931250477,102532.7484741211,37332.41796875,43427.85021972656,134396.38342285156,10395.349243164062,5721.088066549863,710.441650390625,2789.7412719726562,0.0,83751.82330322266,6416.685119628906,0.0,3557.1190795898438,10670.057739257812,3484.9569091796875,4208.171875,79191.49487304688,59050.88880615235,59245.65411376953,79673.84783935547,41698.305114746094,60517.04867134842,68688.6400756836,"{""type"":""MultiPoint"",""coordinates"":[]}"
