system:index,ADM0_CODE,ADM0_NAME,DISP_AREA,EXP0_YEAR,STATUS,STR0_YEAR,Shape_Area,Shape_Leng,groups,sum_1,sum_10,sum_11,sum_12,sum_13,sum_17,sum_19,sum_2,sum_20,sum_21,sum_23,sum_25,sum_4,sum_5,sum_6,sum_7,sum_8,.geo
000000000000000000b1,213,San Marino,NO,3000,Member State,1000,0.00673116925134,0.357606728766,"[{b1=1, sum=0.0}, {b1=2, sum=0.0}, {b1=4, sum=0.0}, {b1=5, sum=0.0}, {b1=6, sum=0.0}, {b1=7, sum=0.0}, {b1=8, sum=0.0}, {b1=10, sum=0.0}, {b1=11, sum=0.0}, {b1=12, sum=0.0}, {b1=13, sum=0.0}, {b1=17, sum=0.0}, {b1=19, sum=0.0}, {b1=20, sum=0.0}, {b1=21, sum=0.0}, {b1=23, sum=0.0}, {b1=25, sum=0.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
