system:index,ADM0_CODE,ADM0_NAME,DISP_AREA,EXP0_YEAR,STATUS,STR0_YEAR,Shape_Area,Shape_Leng,groups,sum_1,sum_10,sum_11,sum_12,sum_13,sum_14,sum_16,sum_17,sum_19,sum_2,sum_20,sum_21,sum_23,sum_24,sum_25,sum_3,sum_4,sum_5,sum_6,sum_7,sum_8,sum_9,.geo
00000000000000000054,250,Turkmenistan,NO,3000,Member State,1000,57.908835475,48.2290257929,"[{lossyear=1, sum=338950.32080078125}, {lossyear=2, sum=754644.2857582242}, {lossyear=3, sum=846729.024597168}, {lossyear=4, sum=278356.88262939453}, {lossyear=5, sum=236776.23077392578}, {lossyear=6, sum=129820.53509521484}, {lossyear=7, sum=170345.68383789062}, {lossyear=8, sum=685633.0112915039}, {lossyear=9, sum=151031.45556640625}, {lossyear=10, sum=88762.74310302734}, {lossyear=11, sum=81558.37139892578}, {lossyear=12, sum=91080.03820800781}, {lossyear=13, sum=11438.94091796875}, {lossyear=14, sum=10427.427490234375}, {lossyear=16, sum=690.7625732421875}, {lossyear=17, sum=709.3922729492188}, {lossyear=19, sum=0.0}, {lossyear=20, sum=0.0}, {lossyear=21, sum=0.0}, {lossyear=23, sum=0.0}, {lossyear=24, sum=0.0}, {lossyear=25, sum=1423.3800659179688}]",338950.32080078125,88762.74310302734,81558.37139892578,91080.03820800781,11438.94091796875,10427.427490234375,690.7625732421875,709.3922729492188,0.0,754644.2857582242,0.0,0.0,0.0,0.0,1423.3800659179688,846729.024597168,278356.88262939453,236776.23077392578,129820.53509521484,170345.68383789062,685633.0112915039,151031.45556640625,"{""type"":""MultiPoint"",""coordinates"":[]}"
