system:index,ADM0_CODE,ADM0_NAME,DISP_AREA,EXP0_YEAR,STATUS,STR0_YEAR,Shape_Area,Shape_Leng,groups,sum_1,sum_10,sum_11,sum_12,sum_13,sum_14,sum_15,sum_16,sum_17,sum_18,sum_19,sum_2,sum_20,sum_21,sum_22,sum_23,sum_24,sum_25,sum_3,sum_4,sum_5,sum_6,sum_7,sum_8,sum_9,.geo
0000000000000000003c,105,Guinea-Bissau,NO,3000,Member State,1000,2.5520956662,114.467667347,"[{lossyear=1, sum=46394.784606933594}, {lossyear=2, sum=75571.27197576784}, {lossyear=3, sum=2629.4918823242188}, {lossyear=4, sum=64174.38397839116}, {lossyear=5, sum=70893.03497314453}, {lossyear=6, sum=137459.85821533203}, {lossyear=7, sum=175035.96826171875}, {lossyear=8, sum=169308.48029378254}, {lossyear=9, sum=318312.8495615043}, {lossyear=10, sum=234726.3252185298}, {lossyear=11, sum=78641.85138226677}, {lossyear=12, sum=130038.8961679496}, {lossyear=13, sum=1364919.4972007603}, {lossyear=14, sum=884461.0728671205}, {lossyear=15, sum=715318.4611103133}, {lossyear=16, sum=519005.8084333831}, {lossyear=17, sum=922247.5927368164}, {lossyear=18, sum=1312401.0492534563}, {lossyear=19, sum=1396687.2723946366}, {lossyear=20, sum=1483032.3640967275}, {lossyear=21, sum=858908.7013949524}, {lossyear=22, sum=671836.7502888998}, {lossyear=23, sum=584034.115803079}, {lossyear=24, sum=498650.1814141965}, {lossyear=25, sum=353998.6168811274}]",46394.784606933594,234726.3252185298,78641.85138226677,130038.8961679496,1364919.4972007603,884461.0728671205,715318.4611103133,519005.8084333831,922247.5927368164,1312401.0492534563,1396687.2723946366,75571.27197576784,1483032.3640967275,858908.7013949524,671836.7502888998,584034.115803079,498650.1814141965,353998.6168811274,2629.4918823242188,64174.38397839116,70893.03497314453,137459.85821533203,175035.96826171875,169308.48029378254,318312.8495615043,"{""type"":""MultiPoint"",""coordinates"":[]}"
