system:index,ADM0_CODE,ADM0_NAME,DISP_AREA,EXP0_YEAR,STATUS,STR0_YEAR,Shape_Area,Shape_Leng,groups,sum_1,sum_10,sum_11,sum_12,sum_13,sum_14,sum_2,sum_3,sum_4,sum_5,sum_6,sum_7,sum_8,sum_9,.geo
00000000000000000036,217,Senegal,NO,3000,Member State,1000,16.4429069114,55.1463040907,"[{lossyear=1, sum=58140.29425048828}, {lossyear=2, sum=280575.9526977539}, {lossyear=3, sum=76384.15100097656}, {lossyear=4, sum=38197.08758544922}, {lossyear=5, sum=3472.1304321289062}, {lossyear=6, sum=27767.356323242188}, {lossyear=7, sum=276893.4118041992}, {lossyear=8, sum=94541.21185302734}, {lossyear=9, sum=32990.59637451172}, {lossyear=10, sum=10413.128845214844}, {lossyear=11, sum=39931.69299316406}, {lossyear=12, sum=99962.60418701172}, {lossyear=13, sum=119974.29315185547}, {lossyear=14, sum=44337.12579345703}]",58140.29425048828,10413.128845214844,39931.69299316406,99962.60418701172,119974.29315185547,44337.12579345703,280575.9526977539,76384.15100097656,38197.08758544922,3472.1304321289062,27767.356323242188,276893.4118041992,94541.21185302734,32990.59637451172,"{""type"":""MultiPoint"",""coordinates"":[]}"
