system:index,ADM0_CODE,ADM0_NAME,DISP_AREA,EXP0_YEAR,STATUS,STR0_YEAR,Shape_Area,Shape_Leng,groups,sum_1,sum_10,sum_11,sum_12,sum_13,sum_14,sum_15,sum_16,sum_17,sum_18,sum_19,sum_2,sum_20,sum_21,sum_22,sum_23,sum_24,sum_25,sum_3,sum_4,sum_5,sum_6,sum_7,sum_9,.geo
00000000000000000043,29,Benin,NO,3000,Member State,1000,9.49720471043,21.828241725,"[{lossyear=1, sum=7884.2159423828125}, {lossyear=2, sum=26280.072631835938}, {lossyear=3, sum=12263.763916015625}, {lossyear=4, sum=1751.958740234375}, {lossyear=5, sum=15768.252319335938}, {lossyear=6, sum=19271.77362060547}, {lossyear=7, sum=5255.9937744140625}, {lossyear=9, sum=7008.066101074219}, {lossyear=10, sum=0.0}, {lossyear=11, sum=0.0}, {lossyear=12, sum=31536.750427246094}, {lossyear=13, sum=0.0}, {lossyear=14, sum=0.0}, {lossyear=15, sum=0.0}, {lossyear=16, sum=0.0}, {lossyear=17, sum=0.0}, {lossyear=18, sum=0.0}, {lossyear=19, sum=0.0}, {lossyear=20, sum=0.0}, {lossyear=21, sum=1752.032470703125}, {lossyear=22, sum=0.0}, {lossyear=23, sum=0.0}, {lossyear=24, sum=1751.873291015625}, {lossyear=25, sum=2627.8252563476562}]",7884.2159423828125,0.0,0.0,31536.750427246094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26280.072631835938,0.0,1752.032470703125,0.0,0.0,1751.873291015625,2627.8252563476562,12263.763916015625,1751.958740234375,15768.252319335938,19271.77362060547,5255.9937744140625,7008.066101074219,"{""type"":""MultiPoint"",""coordinates"":[]}"
