system:index,ADM0_CODE,ADM0_NAME,DISP_AREA,EXP0_YEAR,STATUS,STR0_YEAR,Shape_Area,Shape_Leng,groups,.geo
00010000000000000015,9,Anguilla,NO,3000,UK Non-Self-Governing Territory,1000,0.00672250727582,1.09070922359,[],"{""type"":""MultiPoint"",""coordinates"":[]}"
