system:index,ADM0_CODE,ADM0_NAME,DISP_AREA,EXP0_YEAR,STATUS,STR0_YEAR,Shape_Area,Shape_Leng,groups,sum_0,.geo
000000000000000000d8,212,Samoa,NO,3000,Member State,1000,0.23695490902,4.9192058785,"[{b1=0, sum=0.0}]",0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
