system:index,ADM0_CODE,ADM0_NAME,DISP_AREA,EXP0_YEAR,STATUS,STR0_YEAR,Shape_Area,Shape_Leng,groups,sum_0,.geo
00000000000000000072,154,Maldives,NO,3000,Member State,1000,0.0181910807965,18.7188678081,"[{b1=0, sum=33016.862369312956}]",33016.862369312956,"{""type"":""MultiPoint"",""coordinates"":[]}"
