system:index,ADM0_CODE,ADM0_NAME,DISP_AREA,EXP0_YEAR,STATUS,STR0_YEAR,Shape_Area,Shape_Leng,groups,sum_0,.geo
000000000000000000a0,82,Faroe Islands,NO,3000,DK Territory,1000,0.240299465667,15.952426016,"[{b1=0, sum=0.0}]",0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
