system:index,ADM0_CODE,ADM0_NAME,DISP_AREA,EXP0_YEAR,STATUS,STR0_YEAR,Shape_Area,Shape_Leng,groups,sum_0,.geo
000000000000000000d2,185,Northern Mariana Islands,NO,3000,US Territory,1000,0.0401672871778,3.65438715473,"[{b1=0, sum=0.0}]",0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
