system:index,ADM0_CODE,ADM0_NAME,DISP_AREA,EXP0_YEAR,STATUS,STR0_YEAR,Shape_Area,Shape_Leng,groups,.geo
00000000000000000017,58,Comoros,NO,3000,Member State,1000,0.137047797496,4.40781367493,[],"{""type"":""MultiPoint"",""coordinates"":[]}"
