system:index,ADM0_CODE,ADM0_NAME,DISP_AREA,EXP0_YEAR,STATUS,STR0_YEAR,Shape_Area,Shape_Leng,groups,sum_0,sum_1,sum_10,sum_11,sum_12,sum_13,sum_14,sum_15,sum_16,sum_17,sum_18,sum_19,sum_2,sum_20,sum_21,sum_22,sum_23,sum_24,sum_25,sum_3,sum_4,sum_5,sum_6,sum_7,sum_8,sum_9,.geo
000000000000000000ce,225,Solomon Islands,NO,3000,Member State,1000,2.32368932064,82.6609223827,"[{b1=0, sum=9.250357363482618E7}, {b1=1, sum=1767.8375244140625}, {b1=2, sum=13263.738952636719}, {b1=3, sum=45973.24462890625}, {b1=4, sum=3537.8795166015625}, {b1=5, sum=53043.75769042969}, {b1=6, sum=18568.382873535156}, {b1=7, sum=1767.999267578125}, {b1=8, sum=13278.675537109375}, {b1=9, sum=1082.3144732306985}, {b1=10, sum=16817.24609375}, {b1=11, sum=11500.7607421875}, {b1=12, sum=9731.720092773438}, {b1=13, sum=26542.835510253906}, {b1=14, sum=69763.40032240923}, {b1=15, sum=68101.0425415039}, {b1=16, sum=585420.9719238281}, {b1=17, sum=574866.5289005055}, {b1=18, sum=53888.03155517578}, {b1=19, sum=68027.3168334961}, {b1=20, sum=144753.38012695312}, {b1=21, sum=72416.60333251953}, {b1=22, sum=66263.67297363281}, {b1=23, sum=180045.3256002987}, {b1=24, sum=122060.25421142578}, {b1=25, sum=94561.45623779297}]",9.250357363482618E7,1767.8375244140625,16817.24609375,11500.7607421875,9731.720092773438,26542.835510253906,69763.40032240923,68101.0425415039,585420.9719238281,574866.5289005055,53888.03155517578,68027.3168334961,13263.738952636719,144753.38012695312,72416.60333251953,66263.67297363281,180045.3256002987,122060.25421142578,94561.45623779297,45973.24462890625,3537.8795166015625,53043.75769042969,18568.382873535156,1767.999267578125,13278.675537109375,1082.3144732306985,"{""type"":""MultiPoint"",""coordinates"":[]}"
