system:index,ADM0_CODE,ADM0_NAME,DISP_AREA,EXP0_YEAR,STATUS,STR0_YEAR,Shape_Area,Shape_Leng,groups,sum_0,sum_1,sum_10,sum_11,sum_12,sum_13,sum_14,sum_15,sum_16,sum_17,sum_18,sum_19,sum_2,sum_20,sum_21,sum_22,sum_23,sum_24,sum_25,sum_3,sum_4,sum_5,sum_6,sum_7,sum_8,sum_9,.geo
00000000000000000093,198,Poland,NO,3000,Member State,1000,40.9483734702,42.7118113443,"[{b1=0, sum=1.3816130289507877E10}, {b1=1, sum=2108909.7685843674}, {b1=2, sum=2192329.338957903}, {b1=3, sum=1686616.2220437443}, {b1=4, sum=1832657.181640625}, {b1=5, sum=2784888.8921346026}, {b1=6, sum=2088652.1506347656}, {b1=7, sum=2246024.560276645}, {b1=8, sum=2896236.339327943}, {b1=9, sum=1864909.9023313036}, {b1=10, sum=6630719.213321461}, {b1=11, sum=3068215.074645996}, {b1=12, sum=7160175.585857556}, {b1=13, sum=2153635.849086627}, {b1=14, sum=2252875.7091674805}, {b1=15, sum=326030.7681274414}, {b1=16, sum=3056318.5771005666}, {b1=17, sum=3187228.9232177734}, {b1=18, sum=1783363.3247070312}, {b1=19, sum=1679248.3171185663}, {b1=20, sum=2356874.488220215}, {b1=21, sum=3148175.541809082}, {b1=22, sum=1799575.9470825195}, {b1=23, sum=1695133.1270141602}, {b1=24, sum=1765933.4050292969}, {b1=25, sum=2666677.564050293}]",1.3816130289507877E10,2108909.7685843674,6630719.213321461,3068215.074645996,7160175.585857556,2153635.849086627,2252875.7091674805,326030.7681274414,3056318.5771005666,3187228.9232177734,1783363.3247070312,1679248.3171185663,2192329.338957903,2356874.488220215,3148175.541809082,1799575.9470825195,1695133.1270141602,1765933.4050292969,2666677.564050293,1686616.2220437443,1832657.181640625,2784888.8921346026,2088652.1506347656,2246024.560276645,2896236.339327943,1864909.9023313036,"{""type"":""MultiPoint"",""coordinates"":[]}"
