system:index,ADM0_CODE,ADM0_NAME,DISP_AREA,EXP0_YEAR,STATUS,STR0_YEAR,Shape_Area,Shape_Leng,groups,sum_1,sum_10,sum_11,sum_12,sum_13,sum_17,sum_19,sum_2,sum_20,sum_21,sum_23,sum_25,sum_4,sum_5,sum_6,sum_7,sum_8,.geo
000000000000000000b1,213,San Marino,NO,3000,Member State,1000,0.00673116925134,0.357606728766,"[{lossyear=1, sum=0.0}, {lossyear=2, sum=647.632568359375}, {lossyear=4, sum=5182.175231933594}, {lossyear=5, sum=1943.4827880859375}, {lossyear=6, sum=0.0}, {lossyear=7, sum=3238.2409057617188}, {lossyear=8, sum=1944.0358276367188}, {lossyear=10, sum=0.0}, {lossyear=11, sum=0.0}, {lossyear=12, sum=4534.1634521484375}, {lossyear=13, sum=1295.85302734375}, {lossyear=17, sum=2590.3737182617188}, {lossyear=19, sum=9070.675598144531}, {lossyear=20, sum=0.0}, {lossyear=21, sum=0.0}, {lossyear=23, sum=0.0}, {lossyear=25, sum=1295.954345703125}]",0.0,0.0,0.0,4534.1634521484375,1295.85302734375,2590.3737182617188,9070.675598144531,647.632568359375,0.0,0.0,0.0,1295.954345703125,5182.175231933594,1943.4827880859375,0.0,3238.2409057617188,1944.0358276367188,"{""type"":""MultiPoint"",""coordinates"":[]}"
