system:index,ADM0_CODE,ADM0_NAME,DISP_AREA,EXP0_YEAR,STATUS,STR0_YEAR,Shape_Area,Shape_Leng,groups,.geo
00010000000000000021,107,Guyana,NO,3000,Member State,1000,17.267984459,29.7323453131,[],"{""type"":""MultiPoint"",""coordinates"":[]}"
