system:index,ADM0_CODE,ADM0_NAME,DISP_AREA,EXP0_YEAR,STATUS,STR0_YEAR,Shape_Area,Shape_Leng,groups,sum_0,.geo
000000000000000000df,183,Niue,NO,3000,NZ Territory,1000,0.022608423555,0.647351402525,"[{b1=0, sum=0.0}]",0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
