system:index,ADM0_CODE,ADM0_NAME,DISP_AREA,EXP0_YEAR,STATUS,STR0_YEAR,Shape_Area,Shape_Leng,groups,sum_0,sum_1,sum_10,sum_11,sum_12,sum_13,sum_14,sum_16,sum_18,sum_2,sum_20,sum_21,sum_22,sum_23,sum_24,sum_25,sum_4,sum_5,sum_8,sum_9,.geo
000000000000000000bb,7,Andorra,NO,3000,Member State,1000,0.0520217008898,1.06056994309,"[{b1=0, sum=1329396.2169311524}, {b1=1, sum=1324.8795166015625}, {b1=2, sum=661.8118896484375}, {b1=4, sum=15905.438293457031}, {b1=5, sum=1989.5809936523438}, {b1=8, sum=662.8668823242188}, {b1=9, sum=662.754150390625}, {b1=10, sum=1324.845703125}, {b1=11, sum=1988.4907836914062}, {b1=12, sum=3975.5459594726562}, {b1=13, sum=8611.78857421875}, {b1=14, sum=662.6526489257812}, {b1=16, sum=0.0}, {b1=18, sum=10600.822021484375}, {b1=20, sum=0.0}, {b1=21, sum=2651.0052490234375}, {b1=22, sum=663.351318359375}, {b1=23, sum=1988.349853515625}, {b1=24, sum=5964.4573974609375}, {b1=25, sum=7948.360412597656}]",1329396.2169311524,1324.8795166015625,1324.845703125,1988.4907836914062,3975.5459594726562,8611.78857421875,662.6526489257812,0.0,10600.822021484375,661.8118896484375,0.0,2651.0052490234375,663.351318359375,1988.349853515625,5964.4573974609375,7948.360412597656,15905.438293457031,1989.5809936523438,662.8668823242188,662.754150390625,"{""type"":""MultiPoint"",""coordinates"":[]}"
