system:index,ADM0_CODE,ADM0_NAME,DISP_AREA,EXP0_YEAR,STATUS,STR0_YEAR,Shape_Area,Shape_Leng,groups,sum_0,sum_1,sum_10,sum_11,sum_12,sum_13,sum_14,sum_16,sum_17,sum_2,sum_3,sum_4,sum_5,sum_6,sum_7,sum_8,sum_9,.geo
00000000000000000054,250,Turkmenistan,NO,3000,Member State,1000,57.908835475,48.2290257929,"[{b1=0, sum=2666129.166809082}, {b1=1, sum=35668.077087402344}, {b1=2, sum=334372.37639543123}, {b1=3, sum=498249.4129638672}, {b1=4, sum=43924.5537109375}, {b1=5, sum=84790.29821777344}, {b1=6, sum=9994.5009765625}, {b1=7, sum=45819.88006591797}, {b1=8, sum=87728.56665039062}, {b1=9, sum=14863.586975097656}, {b1=10, sum=15064.525817871094}, {b1=11, sum=12944.630493164062}, {b1=12, sum=19138.07647705078}, {b1=13, sum=692.3387451171875}, {b1=14, sum=7598.340148925781}, {b1=16, sum=690.7625732421875}, {b1=17, sum=709.3922729492188}]",2666129.166809082,35668.077087402344,15064.525817871094,12944.630493164062,19138.07647705078,692.3387451171875,7598.340148925781,690.7625732421875,709.3922729492188,334372.37639543123,498249.4129638672,43924.5537109375,84790.29821777344,9994.5009765625,45819.88006591797,87728.56665039062,14863.586975097656,"{""type"":""MultiPoint"",""coordinates"":[]}"
