system:index,ADM0_CODE,ADM0_NAME,DISP_AREA,EXP0_YEAR,STATUS,STR0_YEAR,Shape_Area,Shape_Leng,groups,.geo
000000000000000000d9,245,Tonga,NO,3000,Member State,1000,0.0603954788943,8.37216009316,[],"{""type"":""MultiPoint"",""coordinates"":[]}"
