system:index,ADM0_CODE,ADM0_NAME,DISP_AREA,EXP0_YEAR,STATUS,STR0_YEAR,Shape_Area,Shape_Leng,groups,.geo
00010000000000000025,233,Suriname,NO,3000,Member State,1000,11.8198665581,20.9493812212,[],"{""type"":""MultiPoint"",""coordinates"":[]}"
