system:index,ADM0_CODE,ADM0_NAME,DISP_AREA,EXP0_YEAR,STATUS,STR0_YEAR,Shape_Area,Shape_Leng,groups,sum_1,sum_10,sum_11,sum_12,sum_13,sum_14,sum_16,sum_17,sum_2,sum_23,sum_24,sum_25,sum_4,sum_5,sum_6,sum_7,sum_8,sum_9,.geo
000000000000000000b0,156,Malta,NO,3000,Member State,1000,0.0315581146479,2.51715149328,"[{lossyear=1, sum=7354.31559268727}, {lossyear=2, sum=5820.363220214844}, {lossyear=4, sum=21827.607666015625}, {lossyear=5, sum=2179.1097412109375}, {lossyear=6, sum=727.0903930664062}, {lossyear=7, sum=8003.853088378906}, {lossyear=8, sum=726.1341552734375}, {lossyear=9, sum=10902.250183105469}, {lossyear=10, sum=2183.5586547851562}, {lossyear=11, sum=5088.5745849609375}, {lossyear=12, sum=2910.0682373046875}, {lossyear=13, sum=4364.976623535156}, {lossyear=14, sum=0.0}, {lossyear=16, sum=0.0}, {lossyear=17, sum=1454.787109375}, {lossyear=23, sum=0.0}, {lossyear=24, sum=0.0}, {lossyear=25, sum=726.9417114257812}]",7354.31559268727,2183.5586547851562,5088.5745849609375,2910.0682373046875,4364.976623535156,0.0,0.0,1454.787109375,5820.363220214844,0.0,0.0,726.9417114257812,21827.607666015625,2179.1097412109375,727.0903930664062,8003.853088378906,726.1341552734375,10902.250183105469,"{""type"":""MultiPoint"",""coordinates"":[]}"
