system:index,ADM0_CODE,ADM0_NAME,DISP_AREA,EXP0_YEAR,STATUS,STR0_YEAR,Shape_Area,Shape_Leng,groups,sum_1,sum_10,sum_12,sum_14,sum_2,sum_4,sum_7,sum_9,.geo
00000000000000000032,35,Botswana,NO,3000,Member State,1000,50.6723842431,37.8859067875,"[{b1=1, sum=0.0}, {b1=2, sum=0.0}, {b1=4, sum=0.0}, {b1=7, sum=0.0}, {b1=9, sum=0.0}, {b1=10, sum=0.0}, {b1=12, sum=0.0}, {b1=14, sum=0.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
