system:index,ADM0_CODE,ADM0_NAME,DISP_AREA,EXP0_YEAR,STATUS,STR0_YEAR,Shape_Area,Shape_Leng,groups,sum_12,sum_13,sum_14,sum_8,.geo
00000000000000000005,226,Somalia,NO,3000,Member State,1000,51.7666118485,57.4751982938,"[{lossyear=8, sum=893.4175415039062}, {lossyear=12, sum=0.0}, {lossyear=13, sum=0.0}, {lossyear=14, sum=0.0}]",0.0,0.0,0.0,893.4175415039062,"{""type"":""MultiPoint"",""coordinates"":[]}"
