system:index,ADM0_CODE,ADM0_NAME,DISP_AREA,EXP0_YEAR,STATUS,STR0_YEAR,Shape_Area,Shape_Leng,groups,sum_0,sum_11,sum_13,sum_9,.geo
000000000000000000b0,156,Malta,NO,3000,Member State,1000,0.0315581146479,2.51715149328,"[{b1=0, sum=72815.8109540154}, {b1=9, sum=727.0830688476562}, {b1=11, sum=726.7369384765625}, {b1=13, sum=0.0}]",72815.8109540154,726.7369384765625,0.0,727.0830688476562,"{""type"":""MultiPoint"",""coordinates"":[]}"
