system:index,ADM0_CODE,ADM0_NAME,DISP_AREA,EXP0_YEAR,STATUS,STR0_YEAR,Shape_Area,Shape_Leng,groups,sum_11,sum_13,sum_14,sum_18,sum_19,sum_2,sum_20,sum_21,sum_24,sum_7,.geo
00000000000000000049,210,Saint Pierre et Miquelon,NO,3000,FR Territory,1000,0.0275412286865,2.13684974566,"[{lossyear=2, sum=616.30859375}, {lossyear=7, sum=1230.7012939453125}, {lossyear=11, sum=0.0}, {lossyear=13, sum=40658.601135253906}, {lossyear=14, sum=4310.851135253906}, {lossyear=18, sum=1233.382080078125}, {lossyear=19, sum=3083.4811401367188}, {lossyear=20, sum=684.4794866823682}, {lossyear=21, sum=0.0}, {lossyear=24, sum=4306.569091796875}]",0.0,40658.601135253906,4310.851135253906,1233.382080078125,3083.4811401367188,616.30859375,684.4794866823682,0.0,4306.569091796875,1230.7012939453125,"{""type"":""MultiPoint"",""coordinates"":[]}"
