system:index,ADM0_CODE,ADM0_NAME,DISP_AREA,EXP0_YEAR,STATUS,STR0_YEAR,Shape_Area,Shape_Leng,groups,sum_0,sum_8,.geo
00000000000000000016,70,Djibouti,NO,3000,Member State,1000,1.79711201501,9.78057546205,"[{b1=0, sum=0.0}, {b1=8, sum=0.0}]",0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
