system:index,ADM0_CODE,ADM0_NAME,DISP_AREA,EXP0_YEAR,STATUS,STR0_YEAR,Shape_Area,Shape_Leng,groups,.geo
00000000000000000034,243,Togo,NO,3000,Member State,1000,4.66323729032,16.1036759763,[],"{""type"":""MultiPoint"",""coordinates"":[]}"
