system:index,ADM0_CODE,ADM0_NAME,DISP_AREA,EXP0_YEAR,STATUS,STR0_YEAR,Shape_Area,Shape_Leng,groups,sum_0,.geo
0000000000000000007e,137,Kuwait,NO,3000,Member State,1000,1.61648868587,10.3927507749,"[{b1=0, sum=0.0}]",0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
