system:index,ADM0_CODE,ADM0_NAME,DISP_AREA,EXP0_YEAR,STATUS,STR0_YEAR,Shape_Area,Shape_Leng,groups,sum_0,sum_25,.geo
00000000000000000001,160,Mauritius,NO,3000,Member State,1000,0.173992101838,5.20409416708,"[{b1=0, sum=1065647.9458948472}, {b1=25, sum=840.7789306640625}]",1065647.9458948472,840.7789306640625,"{""type"":""MultiPoint"",""coordinates"":[]}"
