system:index,ADM0_CODE,ADM0_NAME,DISP_AREA,EXP0_YEAR,STATUS,STR0_YEAR,Shape_Area,Shape_Leng,groups,.geo
0001000000000000000f,209,Saint Lucia,NO,3000,Member State,1000,0.050410142575,1.98518211881,[],"{""type"":""MultiPoint"",""coordinates"":[]}"
