system:index,ADM0_CODE,ADM0_NAME,DISP_AREA,EXP0_YEAR,STATUS,STR0_YEAR,Shape_Area,Shape_Leng,groups,.geo
00000000000000000090,255,United Arab Emirates,NO,3000,Member State,1000,6.31322118638,40.7074519717,[],"{""type"":""MultiPoint"",""coordinates"":[]}"
