system:index,ADM0_CODE,ADM0_NAME,DISP_AREA,EXP0_YEAR,STATUS,STR0_YEAR,Shape_Area,Shape_Leng,groups,sum_0,sum_1,sum_19,sum_4,sum_7,sum_8,sum_9,.geo
000000000000000000c0,146,Liechtenstein,NO,3000,Member State,1000,0.0179004683859,0.677663319165,"[{b1=0, sum=851611.4925994275}, {b1=1, sum=1224.4650268554688}, {b1=4, sum=3060.674072265625}, {b1=7, sum=0.0}, {b1=8, sum=1834.7368774414062}, {b1=9, sum=1226.469482421875}, {b1=19, sum=613.1275634765625}]",851611.4925994275,1224.4650268554688,613.1275634765625,3060.674072265625,0.0,1834.7368774414062,1226.469482421875,"{""type"":""MultiPoint"",""coordinates"":[]}"
