system:index,ADM0_CODE,ADM0_NAME,DISP_AREA,EXP0_YEAR,STATUS,STR0_YEAR,Shape_Area,Shape_Leng,groups,sum_1,sum_10,sum_11,sum_12,sum_13,sum_14,sum_15,sum_22,sum_24,sum_4,sum_5,sum_7,sum_8,sum_9,.geo
00000000000000000039,159,Mauritania,NO,3000,Member State,1000,89.9086300313,62.212195226,"[{lossyear=1, sum=0.0}, {lossyear=4, sum=0.0}, {lossyear=5, sum=0.0}, {lossyear=7, sum=0.0}, {lossyear=8, sum=0.0}, {lossyear=9, sum=0.0}, {lossyear=10, sum=0.0}, {lossyear=11, sum=0.0}, {lossyear=12, sum=0.0}, {lossyear=13, sum=0.0}, {lossyear=14, sum=0.0}, {lossyear=15, sum=0.0}, {lossyear=22, sum=0.0}, {lossyear=24, sum=0.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
