system:index,ADM0_CODE,ADM0_NAME,DISP_AREA,EXP0_YEAR,STATUS,STR0_YEAR,Shape_Area,Shape_Leng,groups,.geo
000000000000000000d3,157,Marshall Islands,NO,3000,Member State,1000,0.021995897401,24.171697455,[],"{""type"":""MultiPoint"",""coordinates"":[]}"
