system:index,ADM0_CODE,ADM0_NAME,DISP_AREA,EXP0_YEAR,STATUS,STR0_YEAR,Shape_Area,Shape_Leng,groups,.geo
0001000000000000000a,168,Montserrat,NO,3000,UK Non-Self-Governing Territory,1000,0.00857763766813,0.423997289022,[],"{""type"":""MultiPoint"",""coordinates"":[]}"
