system:index,ADM0_CODE,ADM0_NAME,DISP_AREA,EXP0_YEAR,STATUS,STR0_YEAR,Shape_Area,Shape_Leng,groups,sum_1,sum_10,sum_11,sum_12,sum_13,sum_14,sum_2,sum_25,sum_3,sum_4,sum_5,sum_6,sum_7,sum_8,sum_9,.geo
00000000000000000001,160,Mauritius,NO,3000,Member State,1000,0.173992101838,5.20409416708,"[{lossyear=1, sum=31109.307006835938}, {lossyear=2, sum=43726.82287597656}, {lossyear=3, sum=126120.12322998047}, {lossyear=4, sum=73451.44114894493}, {lossyear=5, sum=89961.43041992188}, {lossyear=6, sum=100899.91345214844}, {lossyear=7, sum=14295.218200683594}, {lossyear=8, sum=58022.62243652344}, {lossyear=9, sum=120231.59130859375}, {lossyear=10, sum=10931.607055664062}, {lossyear=11, sum=155551.7852783203}, {lossyear=12, sum=27747.074279785156}, {lossyear=13, sum=66425.63861083984}, {lossyear=14, sum=145491.80851787492}, {lossyear=25, sum=2522.3410034179688}]",31109.307006835938,10931.607055664062,155551.7852783203,27747.074279785156,66425.63861083984,145491.80851787492,43726.82287597656,2522.3410034179688,126120.12322998047,73451.44114894493,89961.43041992188,100899.91345214844,14295.218200683594,58022.62243652344,120231.59130859375,"{""type"":""MultiPoint"",""coordinates"":[]}"
