system:index,ADM0_CODE,ADM0_NAME,DISP_AREA,EXP0_YEAR,STATUS,STR0_YEAR,Shape_Area,Shape_Leng,groups,sum_1,sum_10,sum_11,sum_12,sum_13,sum_14,sum_15,sum_16,sum_17,sum_18,sum_19,sum_2,sum_20,sum_21,sum_22,sum_23,sum_24,sum_25,sum_3,sum_4,sum_5,sum_6,sum_7,sum_8,sum_9,.geo
00000000000000000068,264,Viet Nam,NO,3000,Member State,1000,27.8335090757,92.4963170507,"[{b1=1, sum=2.482801429214657E7}, {b1=2, sum=2.181047492401482E7}, {b1=3, sum=2.9076633609536804E7}, {b1=4, sum=5.454255743223948E7}, {b1=5, sum=6.043528087896058E7}, {b1=6, sum=5.538688899392736E7}, {b1=7, sum=6.579767870482345E7}, {b1=8, sum=5.2309596855272725E7}, {b1=9, sum=9.912545611102368E7}, {b1=10, sum=6.1389311048386045E7}, {b1=11, sum=7.481979726605225E7}, {b1=12, sum=1.783152094586002E8}, {b1=13, sum=1.6290767970131692E8}, {b1=14, sum=2.4094201458938253E8}, {b1=15, sum=3.319466831885462E8}, {b1=16, sum=4.802932084109042E8}, {b1=17, sum=3.9442531643180865E8}, {b1=18, sum=3.146351826251962E8}, {b1=19, sum=2.860420978269273E8}, {b1=20, sum=2.6317139148461077E8}, {b1=21, sum=2.5798490096849966E8}, {b1=22, sum=1.7253053928259066E8}, {b1=23, sum=1.2195038758243933E8}, {b1=24, sum=1.058947147225215E8}, {b1=25, sum=1.0304737718855532E8}]",2.482801429214657E7,6.1389311048386045E7,7.481979726605225E7,1.783152094586002E8,1.6290767970131692E8,2.4094201458938253E8,3.319466831885462E8,4.802932084109042E8,3.9442531643180865E8,3.146351826251962E8,2.860420978269273E8,2.181047492401482E7,2.6317139148461077E8,2.5798490096849966E8,1.7253053928259066E8,1.2195038758243933E8,1.058947147225215E8,1.0304737718855532E8,2.9076633609536804E7,5.454255743223948E7,6.043528087896058E7,5.538688899392736E7,6.579767870482345E7,5.2309596855272725E7,9.912545611102368E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
