system:index,ADM0_CODE,ADM0_NAME,DISP_AREA,EXP0_YEAR,STATUS,STR0_YEAR,Shape_Area,Shape_Leng,groups,.geo
00010000000000000013,24,Barbados,NO,3000,Member State,1000,0.0361045299755,1.01235449444,[],"{""type"":""MultiPoint"",""coordinates"":[]}"
