system:index,ADM0_CODE,ADM0_NAME,DISP_AREA,EXP0_YEAR,STATUS,STR0_YEAR,Shape_Area,Shape_Leng,groups,sum_0,sum_1,sum_10,sum_12,sum_13,sum_2,sum_23,sum_25,sum_3,sum_4,sum_5,sum_6,sum_7,sum_8,sum_9,.geo
00000000000000000090,255,United Arab Emirates,NO,3000,Member State,1000,6.31322118638,40.7074519717,"[{b1=0, sum=0.0}, {b1=1, sum=0.0}, {b1=2, sum=0.0}, {b1=3, sum=0.0}, {b1=4, sum=0.0}, {b1=5, sum=0.0}, {b1=6, sum=0.0}, {b1=7, sum=0.0}, {b1=8, sum=0.0}, {b1=9, sum=0.0}, {b1=10, sum=0.0}, {b1=12, sum=0.0}, {b1=13, sum=0.0}, {b1=23, sum=0.0}, {b1=25, sum=0.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
