system:index,ADM0_CODE,ADM0_NAME,DISP_AREA,EXP0_YEAR,STATUS,STR0_YEAR,Shape_Area,Shape_Leng,groups,sum_1,sum_10,sum_11,sum_12,sum_13,sum_14,sum_18,sum_19,sum_2,sum_20,sum_21,sum_22,sum_23,sum_24,sum_25,sum_3,sum_4,sum_5,sum_6,sum_7,sum_8,sum_9,.geo
0000000000000000007c,1,Afghanistan,NO,3000,Member State,1000,62.5548856977,58.9880016899,"[{lossyear=1, sum=887776.6298224954}, {lossyear=2, sum=1506358.1874188592}, {lossyear=3, sum=2435048.188148648}, {lossyear=4, sum=1734732.0319843367}, {lossyear=5, sum=2293368.9566681506}, {lossyear=6, sum=1589367.8603271483}, {lossyear=7, sum=1904857.196458046}, {lossyear=8, sum=1046716.7022640452}, {lossyear=9, sum=716951.2158813477}, {lossyear=10, sum=857849.6092625038}, {lossyear=11, sum=1167720.5242115695}, {lossyear=12, sum=406522.4395352233}, {lossyear=13, sum=22913.453233187807}, {lossyear=14, sum=35267.90216064453}, {lossyear=18, sum=277069.26385498047}, {lossyear=19, sum=198857.29321289062}, {lossyear=20, sum=401624.43115234375}, {lossyear=21, sum=354205.32122802734}, {lossyear=22, sum=91421.05926513672}, {lossyear=23, sum=144211.9107055664}, {lossyear=24, sum=206170.2651977539}, {lossyear=25, sum=106689.85052490234}]",887776.6298224954,857849.6092625038,1167720.5242115695,406522.4395352233,22913.453233187807,35267.90216064453,277069.26385498047,198857.29321289062,1506358.1874188592,401624.43115234375,354205.32122802734,91421.05926513672,144211.9107055664,206170.2651977539,106689.85052490234,2435048.188148648,1734732.0319843367,2293368.9566681506,1589367.8603271483,1904857.196458046,1046716.7022640452,716951.2158813477,"{""type"":""MultiPoint"",""coordinates"":[]}"
