system:index,ADM0_CODE,ADM0_NAME,DISP_AREA,EXP0_YEAR,STATUS,STR0_YEAR,Shape_Area,Shape_Leng,groups,.geo
00000000000000000030,142,Lesotho,NO,3000,Member State,1000,2.83566736221,8.39371149515,[],"{""type"":""MultiPoint"",""coordinates"":[]}"
