system:index,ADM0_CODE,ADM0_NAME,DISP_AREA,EXP0_YEAR,STATUS,STR0_YEAR,Shape_Area,Shape_Leng,groups,sum_1,sum_10,sum_12,sum_14,sum_2,sum_4,sum_7,sum_9,.geo
00000000000000000032,35,Botswana,NO,3000,Member State,1000,50.6723842431,37.8859067875,"[{lossyear=1, sum=0.0}, {lossyear=2, sum=4976.3133544921875}, {lossyear=4, sum=29857.123107910156}, {lossyear=7, sum=829.73193359375}, {lossyear=9, sum=829.4028930664062}, {lossyear=10, sum=47273.85241699219}, {lossyear=12, sum=0.0}, {lossyear=14, sum=0.0}]",0.0,47273.85241699219,0.0,0.0,4976.3133544921875,29857.123107910156,829.73193359375,829.4028930664062,"{""type"":""MultiPoint"",""coordinates"":[]}"
