system:index,ADM0_CODE,ADM0_NAME,DISP_AREA,EXP0_YEAR,STATUS,STR0_YEAR,Shape_Area,Shape_Leng,groups,sum_0,sum_13,sum_17,sum_7,.geo
00010000000000000015,9,Anguilla,NO,3000,UK Non-Self-Governing Territory,1000,0.00672250727582,1.09070922359,"[{b1=0, sum=0.0}, {b1=7, sum=0.0}, {b1=13, sum=0.0}, {b1=17, sum=0.0}]",0.0,0.0,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
