system:index,ADM0_CODE,ADM0_NAME,DISP_AREA,EXP0_YEAR,STATUS,STR0_YEAR,Shape_Area,Shape_Leng,groups,.geo
0001000000000000001e,28,Belize,NO,3000,Member State,1000,1.84887812457,25.142005871,[],"{""type"":""MultiPoint"",""coordinates"":[]}"
