system:index,ADM0_CODE,ADM0_NAME,DISP_AREA,EXP0_YEAR,STATUS,STR0_YEAR,Shape_Area,Shape_Leng,groups,sum_1,sum_10,sum_11,sum_12,sum_13,sum_14,sum_15,sum_16,sum_17,sum_19,sum_2,sum_20,sum_22,sum_23,sum_24,sum_25,sum_3,sum_4,sum_5,sum_6,sum_7,sum_8,sum_9,.geo
00000000000000000088,130,Jordan,NO,3000,Member State,1000,8.43445757471,16.9779239804,"[{lossyear=1, sum=8412.0390625}, {lossyear=2, sum=3032.2781982421875}, {lossyear=3, sum=1516.9517822265625}, {lossyear=4, sum=23517.936767578125}, {lossyear=5, sum=760.0218505859375}, {lossyear=6, sum=9105.49072265625}, {lossyear=7, sum=2276.3931884765625}, {lossyear=8, sum=3033.5446166992188}, {lossyear=9, sum=0.0}, {lossyear=10, sum=2322.8231811523438}, {lossyear=11, sum=758.9656372070312}, {lossyear=12, sum=758.27783203125}, {lossyear=13, sum=1515.5848999023438}, {lossyear=14, sum=10611.277099609375}, {lossyear=15, sum=6067.607666015625}, {lossyear=16, sum=0.0}, {lossyear=17, sum=9113.59033203125}, {lossyear=19, sum=11376.785034179688}, {lossyear=20, sum=6066.670715332031}, {lossyear=22, sum=0.0}, {lossyear=23, sum=6071.954772949219}, {lossyear=24, sum=30336.658081054688}, {lossyear=25, sum=77405.69915771484}]",8412.0390625,2322.8231811523438,758.9656372070312,758.27783203125,1515.5848999023438,10611.277099609375,6067.607666015625,0.0,9113.59033203125,11376.785034179688,3032.2781982421875,6066.670715332031,0.0,6071.954772949219,30336.658081054688,77405.69915771484,1516.9517822265625,23517.936767578125,760.0218505859375,9105.49072265625,2276.3931884765625,3033.5446166992188,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
