system:index,ADM0_CODE,ADM0_NAME,DISP_AREA,EXP0_YEAR,STATUS,STR0_YEAR,Shape_Area,Shape_Leng,groups,sum_11,sum_13,sum_14,sum_18,sum_19,sum_2,sum_20,sum_21,sum_24,sum_7,.geo
00000000000000000049,210,Saint Pierre et Miquelon,NO,3000,FR Territory,1000,0.0275412286865,2.13684974566,"[{b1=2, sum=0.0}, {b1=7, sum=0.0}, {b1=11, sum=0.0}, {b1=13, sum=0.0}, {b1=14, sum=0.0}, {b1=18, sum=0.0}, {b1=19, sum=0.0}, {b1=20, sum=0.0}, {b1=21, sum=0.0}, {b1=24, sum=0.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
