system:index,ADM0_CODE,ADM0_NAME,DISP_AREA,EXP0_YEAR,STATUS,STR0_YEAR,Shape_Area,Shape_Leng,groups,sum_0,sum_10,sum_12,sum_13,sum_17,sum_18,sum_19,sum_20,sum_22,sum_5,sum_6,sum_7,sum_8,sum_9,.geo
0001000000000000000a,168,Montserrat,NO,3000,UK Non-Self-Governing Territory,1000,0.00857763766813,0.423997289022,"[{b1=0, sum=0.0}, {b1=5, sum=0.0}, {b1=6, sum=0.0}, {b1=7, sum=0.0}, {b1=8, sum=0.0}, {b1=9, sum=0.0}, {b1=10, sum=0.0}, {b1=12, sum=0.0}, {b1=13, sum=0.0}, {b1=17, sum=0.0}, {b1=18, sum=0.0}, {b1=19, sum=0.0}, {b1=20, sum=0.0}, {b1=22, sum=0.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
