system:index,ADM0_CODE,ADM0_NAME,DISP_AREA,EXP0_YEAR,STATUS,STR0_YEAR,Shape_Area,Shape_Leng,groups,sum_0,sum_1,sum_10,sum_11,sum_12,sum_13,sum_14,sum_16,sum_2,sum_23,sum_24,sum_25,sum_3,sum_4,sum_5,sum_6,sum_7,sum_8,sum_9,.geo
00000000000000000087,118,Iraq,NO,3000,Member State,1000,42.1032062572,37.4439667697,"[{b1=0, sum=1357141.3635253906}, {b1=1, sum=25579.88604736328}, {b1=2, sum=100008.98498535156}, {b1=3, sum=72404.15490722656}, {b1=4, sum=2189.9758911132812}, {b1=5, sum=1448.9501342773438}, {b1=6, sum=6583.5858154296875}, {b1=7, sum=12044.908813476562}, {b1=8, sum=5894.859191894531}, {b1=9, sum=7293.982666015625}, {b1=10, sum=18885.68182373047}, {b1=11, sum=1465.1869506835938}, {b1=12, sum=11704.778259277344}, {b1=13, sum=1442.8637084960938}, {b1=14, sum=0.0}, {b1=16, sum=714.279541015625}, {b1=23, sum=2148.1678466796875}, {b1=24, sum=4293.130187988281}, {b1=25, sum=0.0}]",1357141.3635253906,25579.88604736328,18885.68182373047,1465.1869506835938,11704.778259277344,1442.8637084960938,0.0,714.279541015625,100008.98498535156,2148.1678466796875,4293.130187988281,0.0,72404.15490722656,2189.9758911132812,1448.9501342773438,6583.5858154296875,12044.908813476562,5894.859191894531,7293.982666015625,"{""type"":""MultiPoint"",""coordinates"":[]}"
