system:index,ADM0_CODE,ADM0_NAME,DISP_AREA,EXP0_YEAR,STATUS,STR0_YEAR,Shape_Area,Shape_Leng,groups,sum_1,sum_10,sum_11,sum_12,sum_13,sum_14,sum_15,sum_16,sum_17,sum_2,sum_20,sum_23,sum_24,sum_25,sum_3,sum_4,sum_5,sum_6,sum_7,sum_8,sum_9,.geo
00000000000000000087,118,Iraq,NO,3000,Member State,1000,42.1032062572,37.4439667697,"[{lossyear=1, sum=162103.16864013672}, {lossyear=2, sum=187214.35614013672}, {lossyear=3, sum=203469.447265625}, {lossyear=4, sum=41910.60693359375}, {lossyear=5, sum=59401.702697753906}, {lossyear=6, sum=64676.615966796875}, {lossyear=7, sum=108905.35821533203}, {lossyear=8, sum=176157.65380859375}, {lossyear=9, sum=179938.19061279297}, {lossyear=10, sum=124819.63452148438}, {lossyear=11, sum=23989.987670898438}, {lossyear=12, sum=97969.62414550781}, {lossyear=13, sum=23209.7978515625}, {lossyear=14, sum=20208.996154785156}, {lossyear=15, sum=0.0}, {lossyear=16, sum=5718.550537109375}, {lossyear=17, sum=1428.4960327148438}, {lossyear=20, sum=0.0}, {lossyear=23, sum=67652.88153076172}, {lossyear=24, sum=35359.69305419922}, {lossyear=25, sum=47109.978515625}]",162103.16864013672,124819.63452148438,23989.987670898438,97969.62414550781,23209.7978515625,20208.996154785156,0.0,5718.550537109375,1428.4960327148438,187214.35614013672,0.0,67652.88153076172,35359.69305419922,47109.978515625,203469.447265625,41910.60693359375,59401.702697753906,64676.615966796875,108905.35821533203,176157.65380859375,179938.19061279297,"{""type"":""MultiPoint"",""coordinates"":[]}"
