system:index,ADM0_CODE,ADM0_NAME,DISP_AREA,EXP0_YEAR,STATUS,STR0_YEAR,Shape_Area,Shape_Leng,groups,sum_1,sum_10,sum_11,sum_12,sum_13,sum_14,sum_16,sum_17,sum_19,sum_2,sum_20,sum_21,sum_22,sum_23,sum_24,sum_25,sum_3,sum_4,sum_5,sum_6,sum_7,sum_8,sum_9,.geo
00000000000000000057,138,Kyrgyzstan,NO,3000,Member State,1000,21.4710302899,43.2762475785,"[{lossyear=1, sum=824742.053527832}, {lossyear=2, sum=598925.4369992723}, {lossyear=3, sum=420157.25158691406}, {lossyear=4, sum=442721.54064941406}, {lossyear=5, sum=249105.19165039062}, {lossyear=6, sum=362513.20013427734}, {lossyear=7, sum=169600.3994140625}, {lossyear=8, sum=322727.2344970703}, {lossyear=9, sum=499395.29791259766}, {lossyear=10, sum=259338.12438964844}, {lossyear=11, sum=222514.3829345703}, {lossyear=12, sum=219004.576171875}, {lossyear=13, sum=25047.32635498047}, {lossyear=14, sum=21026.786193847656}, {lossyear=16, sum=686.2755126953125}, {lossyear=17, sum=112309.67156982422}, {lossyear=19, sum=15853.71923828125}, {lossyear=20, sum=3437.9768676757812}, {lossyear=21, sum=1359.50244140625}, {lossyear=22, sum=16416.2431640625}, {lossyear=23, sum=640425.359375}, {lossyear=24, sum=353554.7102661133}, {lossyear=25, sum=13060.682861328125}]",824742.053527832,259338.12438964844,222514.3829345703,219004.576171875,25047.32635498047,21026.786193847656,686.2755126953125,112309.67156982422,15853.71923828125,598925.4369992723,3437.9768676757812,1359.50244140625,16416.2431640625,640425.359375,353554.7102661133,13060.682861328125,420157.25158691406,442721.54064941406,249105.19165039062,362513.20013427734,169600.3994140625,322727.2344970703,499395.29791259766,"{""type"":""MultiPoint"",""coordinates"":[]}"
