system:index,ADM0_CODE,ADM0_NAME,DISP_AREA,EXP0_YEAR,STATUS,STR0_YEAR,Shape_Area,Shape_Leng,groups,sum_0,sum_14,.geo
0000000000000000000b,220,Seychelles,NO,3000,Member State,1000,0.0408917584302,7.43455341674,"[{b1=0, sum=0.0}, {b1=14, sum=0.0}]",0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
