system:index,ADM0_CODE,ADM0_NAME,DISP_AREA,EXP0_YEAR,STATUS,STR0_YEAR,Shape_Area,Shape_Leng,groups,sum_11,sum_12,sum_13,sum_14,sum_23,sum_24,sum_3,sum_4,sum_5,sum_6,sum_7,sum_8,sum_9,.geo
00000000000000000072,154,Maldives,NO,3000,Member State,1000,0.0181910807965,18.7188678081,"[{lossyear=3, sum=0.0}, {lossyear=4, sum=45.265563007429535}, {lossyear=5, sum=662.6626096239277}, {lossyear=6, sum=0.0}, {lossyear=7, sum=3.482015452665441}, {lossyear=8, sum=1783.2932739257812}, {lossyear=9, sum=815.8245425953584}, {lossyear=11, sum=0.0}, {lossyear=12, sum=0.0}, {lossyear=13, sum=1448.7270565257354}, {lossyear=14, sum=581.4960413315717}, {lossyear=23, sum=14207.246347943474}, {lossyear=24, sum=13468.864918907018}]",0.0,0.0,1448.7270565257354,581.4960413315717,14207.246347943474,13468.864918907018,0.0,45.265563007429535,662.6626096239277,0.0,3.482015452665441,1783.2932739257812,815.8245425953584,"{""type"":""MultiPoint"",""coordinates"":[]}"
