system:index,ADM0_CODE,ADM0_NAME,DISP_AREA,EXP0_YEAR,STATUS,STR0_YEAR,Shape_Area,Shape_Leng,groups,sum_12,sum_13,sum_14,sum_2,sum_24,sum_3,sum_4,.geo
00000000000000000085,269,Yemen,NO,3000,Member State,1000,38.2885227401,43.1484291449,"[{lossyear=2, sum=0.0}, {lossyear=3, sum=0.0}, {lossyear=4, sum=0.0}, {lossyear=12, sum=0.0}, {lossyear=13, sum=0.0}, {lossyear=14, sum=0.0}, {lossyear=24, sum=0.0}]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
