system:index,ADM0_CODE,ADM0_NAME,DISP_AREA,EXP0_YEAR,STATUS,STR0_YEAR,Shape_Area,Shape_Leng,groups,sum_0,.geo
000000000000000000b1,213,San Marino,NO,3000,Member State,1000,0.00673116925134,0.357606728766,"[{b1=0, sum=31742.587463378906}]",31742.587463378906,"{""type"":""MultiPoint"",""coordinates"":[]}"
